Id,tanggal,tweet_clean,retweet,token,stop,stemmed
1.66e+18,14/05/2023, Kak   Makan siang bersama pemain timnas dan official team dan di lanjutkan dengan firebriefing sebelum laga semi f…,10,"['Kak', 'Makan', 'siang', 'bersama', 'pemain', 'timnas', 'dan', 'official', 'team', 'dan', 'di', 'lanjutkan', 'dengan', 'firebriefing', 'sebelum', 'laga', 'semi', 'f…']","['Kak', 'Makan', 'siang', 'bersama', 'pemain', 'timnas', 'official', 'team', 'lanjutkan', 'firebriefing', 'laga', 'semi', 'f…']","['kak', 'makan', 'siang', 'sama', 'main', 'timnas', 'official', 'team', 'lanjut', 'firebriefing', 'laga', 'semi', 'f']"
1.66e+18,14/05/2023,FULLTIME   Sunderland  LutonTownSunderland berhasil mendapatkan kemenangan di leg pertama dengan hasil ini Luton Town harus mencetak  gol tanpa kebobolan atau  gol tanpa kebobolan agar bisa lolos kebabak finalEFL  SkyBetChampionship ,0,"['FULLTIME', 'Sunderland', 'LutonTownSunderland', 'berhasil', 'mendapatkan', 'kemenangan', 'di', 'leg', 'pertama', 'dengan', 'hasil', 'ini', 'Luton', 'Town', 'harus', 'mencetak', 'gol', 'tanpa', 'kebobolan', 'atau', 'gol', 'tanpa', 'kebobolan', 'agar', 'bisa', 'lolos', 'kebabak', 'finalEFL', 'SkyBetChampionship']","['FULLTIME', 'Sunderland', 'LutonTownSunderland', 'berhasil', 'mendapatkan', 'kemenangan', 'leg', 'pertama', 'hasil', 'Luton', 'Town', 'mencetak', 'gol', 'kebobolan', 'gol', 'kebobolan', 'lolos', 'kebabak', 'finalEFL', 'SkyBetChampionship']","['fulltime', 'sunderland', 'lutontownsunderland', 'hasil', 'dapat', 'menang', 'leg', 'pertama', 'hasil', 'luton', 'town', 'cetak', 'gol', 'bobol', 'gol', 'bobol', 'lolos', 'babak', 'finalefl', 'skybetchampionship']"
1.66e+18,14/05/2023, biasanya klu sdh lebay mode on bgini bakalan keok di final ini yakin bgt ,0,"['biasanya', 'klu', 'sdh', 'lebay', 'mode', 'on', 'bgini', 'bakalan', 'keok', 'di', 'final', 'ini', 'yakin', 'bgt']","['biasanya', 'klu', 'sdh', 'lebay', 'mode', 'on', 'bgini', 'bakalan', 'keok', 'final', 'yakin', 'bgt']","['biasa', 'klu', 'sdh', 'lebay', 'mode', 'on', 'bgini', 'bakal', 'keok', 'final', 'yakin', 'bgt']"
1.66e+18,14/05/2023,  RESMI Indonesia akan bertemu Thailand di final sepakbola SEA Games  Thailand lolos ke final usai menang …,281,"['RESMI', 'Indonesia', 'akan', 'bertemu', 'Thailand', 'di', 'final', 'sepakbola', 'SEA', 'Games', 'Thailand', 'lolos', 'ke', 'final', 'usai', 'menang', '…']","['RESMI', 'Indonesia', 'bertemu', 'Thailand', 'final', 'sepakbola', 'SEA', 'Games', 'Thailand', 'lolos', 'final', 'usai', 'menang', '…']","['resmi', 'indonesia', 'temu', 'thailand', 'final', 'sepakbola', 'sea', 'games', 'thailand', 'lolos', 'final', 'usai', 'menang', '']"
1.66e+18,14/05/2023,Final kedua JafarAisSemoga bisa secure as a winner ya nemenin gelar si MD Jafara HidayatullahAisyah Salsabila Putri Pranata [INA] vs Lim Tze JianDesiree Hao Shan Siow [MAS] Final vs BugtrupSurrow [DEN] ,0,"['Final', 'kedua', 'JafarAisSemoga', 'bisa', 'secure', 'as', 'a', 'winner', 'ya', 'nemenin', 'gelar', 'si', 'MD', 'Jafara', 'HidayatullahAisyah', 'Salsabila', 'Putri', 'Pranata', '[', 'INA', ']', 'vs', 'Lim', 'Tze', 'JianDesiree', 'Hao', 'Shan', 'Siow', '[', 'MAS', ']', 'Final', 'vs', 'BugtrupSurrow', '[', 'DEN', ']']","['Final', 'kedua', 'JafarAisSemoga', 'secure', 'as', 'a', 'winner', 'nemenin', 'gelar', 'si', 'MD', 'Jafara', 'HidayatullahAisyah', 'Salsabila', 'Putri', 'Pranata', '[', 'INA', ']', 'vs', 'Lim', 'Tze', 'JianDesiree', 'Hao', 'Shan', 'Siow', '[', 'MAS', ']', 'Final', 'vs', 'BugtrupSurrow', '[', 'DEN', ']']","['final', 'dua', 'jafaraissemoga', 'secure', 'as', 'a', 'winner', 'nemenin', 'gelar', 'si', 'md', 'jafara', 'hidayatullahaisyah', 'salsabila', 'putri', 'pranata', '', 'ina', '', 'vs', 'lim', 'tze', 'jiandesiree', 'hao', 'shan', 'siow', '', 'mas', '', 'final', 'vs', 'bugtrupsurrow', '', 'den', '']"
1.66e+18,14/05/2023, Goal Taufany yang mengantarkan Indonesia ke final Sea Games ,1141,"['Goal', 'Taufany', 'yang', 'mengantarkan', 'Indonesia', 'ke', 'final', 'Sea', 'Games']","['Goal', 'Taufany', 'mengantarkan', 'Indonesia', 'final', 'Sea', 'Games']","['goal', 'taufany', 'antar', 'indonesia', 'final', 'sea', 'games']"
1.66e+18,14/05/2023,  GOLD MEDAL MATCH SEA Games Sepakbola PutraINDONESIA U vs Thailand U Selasa   WIB…,275,"['GOLD', 'MEDAL', 'MATCH', 'SEA', 'Games', 'Sepakbola', 'PutraINDONESIA', 'U', 'vs', 'Thailand', 'U', 'Selasa', 'WIB…']","['GOLD', 'MEDAL', 'MATCH', 'SEA', 'Games', 'Sepakbola', 'PutraINDONESIA', 'U', 'vs', 'Thailand', 'U', 'Selasa', 'WIB…']","['gold', 'medal', 'match', 'sea', 'games', 'sepakbola', 'putraindonesia', 'u', 'vs', 'thailand', 'u', 'selasa', 'wib']"
1.66e+18,14/05/2023, Pertandingan semi final  Indonesia vs Vietnam di National Olympic Stadium Pnomph Penh KambojaAlhamdulillah menang sem…,19,"['Pertandingan', 'semi', 'final', 'Indonesia', 'vs', 'Vietnam', 'di', 'National', 'Olympic', 'Stadium', 'Pnomph', 'Penh', 'KambojaAlhamdulillah', 'menang', 'sem…']","['Pertandingan', 'semi', 'final', 'Indonesia', 'vs', 'Vietnam', 'National', 'Olympic', 'Stadium', 'Pnomph', 'Penh', 'KambojaAlhamdulillah', 'menang', 'sem…']","['tanding', 'semi', 'final', 'indonesia', 'vs', 'vietnam', 'national', 'olympic', 'stadium', 'pnomph', 'penh', 'kambojaalhamdulillah', 'menang', 'sem']"
1.66e+18,14/05/2023, RESMI  Indonesia akan menantang langganan medali emas Sea Games di babak final Selasa  MeiIndonesia  vs  Thai…,640,"['RESMI', 'Indonesia', 'akan', 'menantang', 'langganan', 'medali', 'emas', 'Sea', 'Games', 'di', 'babak', 'final', 'Selasa', 'MeiIndonesia', 'vs', 'Thai…']","['RESMI', 'Indonesia', 'menantang', 'langganan', 'medali', 'emas', 'Sea', 'Games', 'babak', 'final', 'Selasa', 'MeiIndonesia', 'vs', 'Thai…']","['resmi', 'indonesia', 'tantang', 'langgan', 'medali', 'emas', 'sea', 'games', 'babak', 'final', 'selasa', 'meiindonesia', 'vs', 'thai']"
1.66e+18,14/05/2023, Pagi usai sarapan saya telponan dengan Coach Indra Safri dan Manajer Timnas Sumardji Kita yakin kali ini Indonesia akan…,366,"['Pagi', 'usai', 'sarapan', 'saya', 'telponan', 'dengan', 'Coach', 'Indra', 'Safri', 'dan', 'Manajer', 'Timnas', 'Sumardji', 'Kita', 'yakin', 'kali', 'ini', 'Indonesia', 'akan…']","['Pagi', 'usai', 'sarapan', 'telponan', 'Coach', 'Indra', 'Safri', 'Manajer', 'Timnas', 'Sumardji', 'Kita', 'yakin', 'kali', 'Indonesia', 'akan…']","['pagi', 'usai', 'sarap', 'telpon', 'coach', 'indra', 'safri', 'manajer', 'timnas', 'sumardji', 'kita', 'yakin', 'kali', 'indonesia', 'akan']"
1.66e+18,14/05/2023, JAFARAISYAH FINALFinal ke mereka di tahun  ,21,"['JAFARAISYAH', 'FINALFinal', 'ke', 'mereka', 'di', 'tahun']","['JAFARAISYAH', 'FINALFinal', 'tahun']","['jafaraisyah', 'finalfinal', 'tahun']"
1.66e+18,14/05/2023,Chi UE x CC  final,0,"['Chi', 'UE', 'x', 'CC', 'final']","['Chi', 'UE', 'x', 'CC', 'final']","['chi', 'ue', 'x', 'cc', 'final']"
1.66e+18,14/05/2023,Tiga Wakil Indonesia ke Final Badminton Swedish Open  ,0,"['Tiga', 'Wakil', 'Indonesia', 'ke', 'Final', 'Badminton', 'Swedish', 'Open']","['Tiga', 'Wakil', 'Indonesia', 'Final', 'Badminton', 'Swedish', 'Open']","['tiga', 'wakil', 'indonesia', 'final', 'badminton', 'swedish', 'open']"
1.66e+18,14/05/2023, Ketum PSSI Makan siang bersama pemain timnas dan official team di lanjutkan dgn firebriefing sebelum laga semi final sea games…,12,"['Ketum', 'PSSI', 'Makan', 'siang', 'bersama', 'pemain', 'timnas', 'dan', 'official', 'team', 'di', 'lanjutkan', 'dgn', 'firebriefing', 'sebelum', 'laga', 'semi', 'final', 'sea', 'games…']","['Ketum', 'PSSI', 'Makan', 'siang', 'bersama', 'pemain', 'timnas', 'official', 'team', 'lanjutkan', 'dgn', 'firebriefing', 'laga', 'semi', 'final', 'sea', 'games…']","['tum', 'pssi', 'makan', 'siang', 'sama', 'main', 'timnas', 'official', 'team', 'lanjut', 'dgn', 'firebriefing', 'laga', 'semi', 'final', 'sea', 'games']"
1.66e+18,14/05/2023, Saat Pertandingan semi final indonesia vs  Vietnam di national olympic stadium pnomph penh kamboja GueBarengEri…,26,"['Saat', 'Pertandingan', 'semi', 'final', 'indonesia', 'vs', 'Vietnam', 'di', 'national', 'olympic', 'stadium', 'pnomph', 'penh', 'kamboja', 'GueBarengEri…']","['Saat', 'Pertandingan', 'semi', 'final', 'indonesia', 'vs', 'Vietnam', 'national', 'olympic', 'stadium', 'pnomph', 'penh', 'kamboja', 'GueBarengEri…']","['saat', 'tanding', 'semi', 'final', 'indonesia', 'vs', 'vietnam', 'national', 'olympic', 'stadium', 'pnomph', 'penh', 'kamboja', 'guebarengeri']"
1.66e+18,14/05/2023, Alhamdulillah final TimnasDay KitaGaruda ,799,"['Alhamdulillah', 'final', 'TimnasDay', 'KitaGaruda']","['Alhamdulillah', 'final', 'TimnasDay', 'KitaGaruda']","['alhamdulillah', 'final', 'timnasday', 'kitagaruda']"
1.66e+18,14/05/2023, Support sistem yg baik dilakukan oleh Ketua Umum PSSI Erick ThohirMakan siang bersama pemain timnas dan official team di…,6,"['Support', 'sistem', 'yg', 'baik', 'dilakukan', 'oleh', 'Ketua', 'Umum', 'PSSI', 'Erick', 'ThohirMakan', 'siang', 'bersama', 'pemain', 'timnas', 'dan', 'official', 'team', 'di…']","['Support', 'sistem', 'yg', 'baik', 'dilakukan', 'Ketua', 'Umum', 'PSSI', 'Erick', 'ThohirMakan', 'siang', 'bersama', 'pemain', 'timnas', 'official', 'team', 'di…']","['support', 'sistem', 'yg', 'baik', 'laku', 'ketua', 'umum', 'pssi', 'erick', 'thohirmakan', 'siang', 'sama', 'main', 'timnas', 'official', 'team', 'di']"
1.66e+18,14/05/2023, Road Race Kebumen  Final Bebek cc Ex Rider ,1,"['Road', 'Race', 'Kebumen', 'Final', 'Bebek', 'cc', 'Ex', 'Rider']","['Road', 'Race', 'Kebumen', 'Final', 'Bebek', 'cc', 'Ex', 'Rider']","['road', 'race', 'kebumen', 'final', 'bebek', 'cc', 'ex', 'rider']"
1.66e+18,14/05/2023, MN Ohnstad  WI Crusaders  s final Peyton Podany ptrbast fg ft Daniel Molhoek ptrb …,13,"['MN', 'Ohnstad', 'WI', 'Crusaders', 's', 'final', 'Peyton', 'Podany', 'ptrbast', 'fg', 'ft', 'Daniel', 'Molhoek', 'ptrb', '…']","['MN', 'Ohnstad', 'WI', 'Crusaders', 's', 'final', 'Peyton', 'Podany', 'ptrbast', 'fg', 'ft', 'Daniel', 'Molhoek', 'ptrb', '…']","['mn', 'ohnstad', 'wi', 'crusaders', 's', 'final', 'peyton', 'podany', 'ptrbast', 'fg', 'ft', 'daniel', 'molhoek', 'ptrb', '']"
1.66e+18,14/05/2023,SEA Games  Kamboja Indonesia Vs Thailand di Final ,0,"['SEA', 'Games', 'Kamboja', 'Indonesia', 'Vs', 'Thailand', 'di', 'Final']","['SEA', 'Games', 'Kamboja', 'Indonesia', 'Vs', 'Thailand', 'Final']","['sea', 'games', 'kamboja', 'indonesia', 'vs', 'thailand', 'final']"
1.66e+18,14/05/2023, Ketum PSSI Erick Thohir Makan siang bersama pemain timnas dan official team di lanjutkan dgn firebriefing sebelum laga s…,29,"['Ketum', 'PSSI', 'Erick', 'Thohir', 'Makan', 'siang', 'bersama', 'pemain', 'timnas', 'dan', 'official', 'team', 'di', 'lanjutkan', 'dgn', 'firebriefing', 'sebelum', 'laga', 's…']","['Ketum', 'PSSI', 'Erick', 'Thohir', 'Makan', 'siang', 'bersama', 'pemain', 'timnas', 'official', 'team', 'lanjutkan', 'dgn', 'firebriefing', 'laga', 's…']","['tum', 'pssi', 'erick', 'thohir', 'makan', 'siang', 'sama', 'main', 'timnas', 'official', 'team', 'lanjut', 'dgn', 'firebriefing', 'laga', 's']"
1.66e+18,14/05/2023, Pertandingan semi final indonesia vs Vietnam di National Olympic Stadium Pnomph Penh Kamboja GueBarengEr…,22,"['Pertandingan', 'semi', 'final', 'indonesia', 'vs', 'Vietnam', 'di', 'National', 'Olympic', 'Stadium', 'Pnomph', 'Penh', 'Kamboja', 'GueBarengEr…']","['Pertandingan', 'semi', 'final', 'indonesia', 'vs', 'Vietnam', 'National', 'Olympic', 'Stadium', 'Pnomph', 'Penh', 'Kamboja', 'GueBarengEr…']","['tanding', 'semi', 'final', 'indonesia', 'vs', 'vietnam', 'national', 'olympic', 'stadium', 'pnomph', 'penh', 'kamboja', 'guebarenger']"
1.66e+18,14/05/2023, Lagu yang menandai grand final evaluasi akhir bulan sangat bermakna karena menandakan awal baru dari BABYMONSTER…,2,"['Lagu', 'yang', 'menandai', 'grand', 'final', 'evaluasi', 'akhir', 'bulan', 'sangat', 'bermakna', 'karena', 'menandakan', 'awal', 'baru', 'dari', 'BABYMONSTER…']","['Lagu', 'menandai', 'grand', 'final', 'evaluasi', 'akhir', 'bulan', 'sangat', 'bermakna', 'menandakan', 'awal', 'baru', 'BABYMONSTER…']","['lagu', 'tanda', 'grand', 'final', 'evaluasi', 'akhir', 'bulan', 'sangat', 'makna', 'tanda', 'awal', 'baru', 'babymonster']"
1.66e+18,14/05/2023, SEC womens mH final  Alia Armstrong LSU  Ackera Nugent Arkansas  Masai Russell K…,23,"['SEC', 'womens', 'mH', 'final', 'Alia', 'Armstrong', 'LSU', 'Ackera', 'Nugent', 'Arkansas', 'Masai', 'Russell', 'K…']","['SEC', 'womens', 'mH', 'final', 'Alia', 'Armstrong', 'LSU', 'Ackera', 'Nugent', 'Arkansas', 'Masai', 'Russell', 'K…']","['sec', 'womens', 'mh', 'final', 'alia', 'armstrong', 'lsu', 'ackera', 'nugent', 'arkansas', 'masai', 'russell', 'k']"
1.66e+18,14/05/2023, Timnas Voli Putra Indonesia selalu menang melawan tuan rumah di partai Final  Gelaran Sea Games terakhir•  v…,3559,"['Timnas', 'Voli', 'Putra', 'Indonesia', 'selalu', 'menang', 'melawan', 'tuan', 'rumah', 'di', 'partai', 'Final', 'Gelaran', 'Sea', 'Games', 'terakhir•', 'v…']","['Timnas', 'Voli', 'Putra', 'Indonesia', 'selalu', 'menang', 'melawan', 'tuan', 'rumah', 'partai', 'Final', 'Gelaran', 'Sea', 'Games', 'terakhir•', 'v…']","['timnas', 'voli', 'putra', 'indonesia', 'selalu', 'menang', 'lawan', 'tuan', 'rumah', 'partai', 'final', 'gelar', 'sea', 'games', 'akhir', 'v']"
1.66e+18,14/05/2023, Ketua Umum PSSI Erick Thohir makan siang bersama pemain timnas dan official team dan dilanjutkan dengan firebriefing sebelum…,16,"['Ketua', 'Umum', 'PSSI', 'Erick', 'Thohir', 'makan', 'siang', 'bersama', 'pemain', 'timnas', 'dan', 'official', 'team', 'dan', 'dilanjutkan', 'dengan', 'firebriefing', 'sebelum…']","['Ketua', 'Umum', 'PSSI', 'Erick', 'Thohir', 'makan', 'siang', 'bersama', 'pemain', 'timnas', 'official', 'team', 'dilanjutkan', 'firebriefing', 'sebelum…']","['ketua', 'umum', 'pssi', 'erick', 'thohir', 'makan', 'siang', 'sama', 'main', 'timnas', 'official', 'team', 'lanjut', 'firebriefing', 'belum']"
1.66e+18,14/05/2023,Final Sepak Bola SEA Games Reaksi Pelatih Thailand Lihat Indonesia Kalahkan Vietnam ,2,"['Final', 'Sepak', 'Bola', 'SEA', 'Games', 'Reaksi', 'Pelatih', 'Thailand', 'Lihat', 'Indonesia', 'Kalahkan', 'Vietnam']","['Final', 'Sepak', 'Bola', 'SEA', 'Games', 'Reaksi', 'Pelatih', 'Thailand', 'Lihat', 'Indonesia', 'Kalahkan', 'Vietnam']","['final', 'sepak', 'bola', 'sea', 'games', 'reaksi', 'latih', 'thailand', 'lihat', 'indonesia', 'kalah', 'vietnam']"
1.66e+18,14/05/2023, Pertandingan semi final Tim Indonesia vs Vietnam di National Olympic Stadium Pnomph Penh KambojaCc  GueBar…,13,"['Pertandingan', 'semi', 'final', 'Tim', 'Indonesia', 'vs', 'Vietnam', 'di', 'National', 'Olympic', 'Stadium', 'Pnomph', 'Penh', 'KambojaCc', 'GueBar…']","['Pertandingan', 'semi', 'final', 'Tim', 'Indonesia', 'vs', 'Vietnam', 'National', 'Olympic', 'Stadium', 'Pnomph', 'Penh', 'KambojaCc', 'GueBar…']","['tanding', 'semi', 'final', 'tim', 'indonesia', 'vs', 'vietnam', 'national', 'olympic', 'stadium', 'pnomph', 'penh', 'kambojacc', 'guebar']"
1.66e+18,14/05/2023,  Final hari ini udah gak boleh ya,0,"['Final', 'hari', 'ini', 'udah', 'gak', 'boleh', 'ya']","['Final', 'hari', 'udah', 'gak']","['final', 'hari', 'udah', 'gak']"
1.66e+18,14/05/2023, Final kapan n bisa nonton di mana,0,"['Final', 'kapan', 'n', 'bisa', 'nonton', 'di', 'mana']","['Final', 'kapan', 'n', 'nonton', 'mana']","['final', 'kapan', 'n', 'nonton', 'mana']"
1.66e+18,14/05/2023, Makan siang bersama pemain timnas dan official team di lanjutkan dgn firebriefing sebelum laga semi final sea games …,7,"['Makan', 'siang', 'bersama', 'pemain', 'timnas', 'dan', 'official', 'team', 'di', 'lanjutkan', 'dgn', 'firebriefing', 'sebelum', 'laga', 'semi', 'final', 'sea', 'games', '…']","['Makan', 'siang', 'bersama', 'pemain', 'timnas', 'official', 'team', 'lanjutkan', 'dgn', 'firebriefing', 'laga', 'semi', 'final', 'sea', 'games', '…']","['makan', 'siang', 'sama', 'main', 'timnas', 'official', 'team', 'lanjut', 'dgn', 'firebriefing', 'laga', 'semi', 'final', 'sea', 'games', '']"
1.66e+18,14/05/2023, FT SEAGames INDONESIA  VIETNAM Komang Ferrari TaufanyINDONESIA LOLOS KE FINALALHAMDULILLAH…,290,"['FT', 'SEAGames', 'INDONESIA', 'VIETNAM', 'Komang', 'Ferrari', 'TaufanyINDONESIA', 'LOLOS', 'KE', 'FINALALHAMDULILLAH…']","['FT', 'SEAGames', 'INDONESIA', 'VIETNAM', 'Komang', 'Ferrari', 'TaufanyINDONESIA', 'LOLOS', 'KE', 'FINALALHAMDULILLAH…']","['ft', 'seagames', 'indonesia', 'vietnam', 'komang', 'ferrari', 'taufanyindonesia', 'lolos', 'ke', 'finalalhamdulillah']"
1.66e+18,14/05/2023, FINAL KAMI DATANG KitaGaruda TimnasDay ,1098,"['FINAL', 'KAMI', 'DATANG', 'KitaGaruda', 'TimnasDay']","['FINAL', 'KAMI', 'DATANG', 'KitaGaruda', 'TimnasDay']","['final', 'kami', 'datang', 'kitagaruda', 'timnasday']"
1.66e+18,14/05/2023, Moment Pertandingan semi final Indonesia vs Vietnam  olympic stadium pnomph penh kamboja  GueBare…,16,"['Moment', 'Pertandingan', 'semi', 'final', 'Indonesia', 'vs', 'Vietnam', 'olympic', 'stadium', 'pnomph', 'penh', 'kamboja', 'GueBare…']","['Moment', 'Pertandingan', 'semi', 'final', 'Indonesia', 'vs', 'Vietnam', 'olympic', 'stadium', 'pnomph', 'penh', 'kamboja', 'GueBare…']","['moment', 'tanding', 'semi', 'final', 'indonesia', 'vs', 'vietnam', 'olympic', 'stadium', 'pnomph', 'penh', 'kamboja', 'guebare']"
1.66e+18,14/05/2023, SeaGamesFT  Indonesia  Vietnam Komang  Nguyen  GBD Pratama Arhan  Taufany  Nguyen …,4414,"['SeaGamesFT', 'Indonesia', 'Vietnam', 'Komang', 'Nguyen', 'GBD', 'Pratama', 'Arhan', 'Taufany', 'Nguyen', '…']","['SeaGamesFT', 'Indonesia', 'Vietnam', 'Komang', 'Nguyen', 'GBD', 'Pratama', 'Arhan', 'Taufany', 'Nguyen', '…']","['seagamesft', 'indonesia', 'vietnam', 'komang', 'nguyen', 'gbd', 'pratama', 'arhan', 'taufany', 'nguyen', '']"
